dataset,duration_minutes,lowest,low,mid,high,highest
bcr23_2025_2016_19_full,77,1.8917087538866573,15.001728906034351,18.576939500130365,22.516296090749915,49.496798030233364
bcr23_2025_2016_19_full,78,1.8786706108714233,15.06306329633006,18.655022804047505,22.599067674772826,49.683660130366924
bcr23_2025_2016_19_full,79,1.8654753674289721,15.145691504687797,18.740986689564195,22.71879072034627,49.86505969172858
bcr23_2025_2016_19_full,80,1.8521322488441114,15.213891544666467,18.82644710798146,22.784645235072702,50.04104897258019
bcr23_2025_2016_19_full,81,1.8386502295237508,15.266258192281612,18.900257614678317,22.869546317355322,50.2116799867101
bcr23_2025_2016_19_full,82,1.8250380383946225,15.308384006353048,18.963508587706965,22.942946547644514,50.37700451096985
bcr23_2025_2016_19_full,83,1.8113041641743537,15.349640945502172,19.033508843760863,23.009236529842276,50.537074091923856
bcr23_2025_2016_19_full,84,1.7974568605218688,15.387772443032599,19.097677591045056,23.06924823745046,50.69194005168864
bcr23_2025_2016_19_full,85,1.7835041510725334,15.419966802576814,19.154800785681623,23.17138698519019,50.841653493029334
bcr23_2025_2016_19_full,86,1.7694538343630506,15.466125371017247,19.2030821237569,23.23272123758548,50.9862653037776
bcr23_2025_2016_19_full,87,1.7553134886506578,15.498726732967182,19.288554195613514,23.29127991300883,51.12582616062851
bcr23_2025_2016_19_full,88,1.741090476630828,15.524930983590988,19.355871661428097,23.388631504882937,51.26038653236971
bcr23_2025_2016_19_full,89,1.7267919500573374,15.579535253511878,19.42517908406206,23.458279952769463,51.38999668259194
bcr23_2025_2016_19_full,90,1.712424854268247,15.635490301249238,19.4806049461131,23.514616545173507,51.514706671925985
bcr23_2025_2016_19_full,91,2.768609692705104,15.806073278468729,19.5696116700816,23.586371625876453,51.63456635984699
bcr23_2025_2016_19_full,92,2.7552929996237903,15.838031767881878,19.634080783188832,23.648028657646222,51.749625406084974
bcr23_2025_2016_19_full,93,2.7417340427280017,15.854512055958743,19.683456717641775,23.673569016581787,51.859933271676525
bcr23_2025_2016_19_full,94,2.7279419385635464,15.870982866271842,19.73757279920516,23.72379688909565,51.96553921968919
bcr23_2025_2016_19_full,95,2.7139256320992042,15.905373262792166,19.792339509787794,23.750415601566218,52.0664923156498
bcr23_2025_2016_19_full,96,2.699693898654928,15.922931317262409,19.854977583753133,23.803439216471435,52.16284142770305
bcr23_2025_2016_19_full,97,2.685255345825722,15.947349935824938,19.917936265975282,23.889245626431638,52.25463522652634
bcr23_2025_2016_19_full,98,2.670618415401536,15.968333734613376,19.957906677418162,23.9568480975703,52.341922185023954
bcr23_2025_2016_19_full,99,2.6557913852834303,15.987172480250708,20.00888515577163,23.994284488098412,52.424750577822785
bcr23_2025_2016_19_full,100,2.6407823713961522,16.031960734036154,20.03231509038308,24.01425534451716,52.50316848058854
bcr23_2025_2016_19_full,101,2.625599329597165,16.066326095296777,20.091499871605414,24.04490507478269,52.577223769182176
bcr23_2025_2016_19_full,102,2.6102500575821934,16.06897883156046,20.13306305608015,24.086706207661805,52.64696411867235
bcr23_2025_2016_19_full,103,2.5947421967871764,16.08975216319965,20.176989764533587,24.124668397924246,52.712437002220426
bcr23_2025_2016_19_full,104,2.579083234286565,16.10999365382377,20.227309909115846,24.156415361192536,52.773689689852404
bcr23_2025_2016_19_full,105,2.563280504687767,16.146164902127353,20.241101741213058,24.202911498181713,52.8307692471309
bcr23_2025_2016_19_full,106,2.547341192021599,16.222439817977666,20.292134218813608,24.24759183316816,52.883722533740006
bcr23_2025_2016_19_full,107,2.5312723316284598,16.23585135217648,20.309005741859963,24.27746166084205,52.932596201994166
bcr23_2025_2016_19_full,108,2.515080812040039,16.251517157715014,20.33004119291664,24.30200769777307,52.97743669528199
bcr23_2025_2016_19_full,109,2.498773376856219,16.251304219054404,20.34535749691176,24.32463579047387,53.01829024645428
bcr23_2025_2016_19_full,110,2.4823566266169004,16.239200302418695,20.366391666988054,24.387729001560135,53.05520287616616
bcr23_2025_2016_19_full,111,2.465837020668445,16.20329498133996,20.386144458683198,24.326818877653334,53.08822039118049
bcr23_2025_2016_19_full,112,2.4492208790243732,16.226589477818287,20.39103399799243,24.36757534753428,53.11738838264128
bcr23_2025_2016_19_full,113,2.4325143842199917,16.218901484264283,20.402769086896917,24.385002952856198,53.142752224323914
bcr23_2025_2016_19_full,114,2.4157235831606307,16.21738930370628,20.400372417215646,24.400643732868797,53.164357070868185
bcr23_2025_2016_19_full,115,2.3988543889630547,16.216913043907415,20.438918721203766,24.48371788904743,53.18224785600132
bcr23_2025_2016_19_full,116,2.3819125827897953,16.193851964522352,20.438651792506207,24.40410032492331,53.196469290755346
bcr23_2025_2016_19_full,117,2.3649038156759423,16.158014760032867,20.4664240158194,24.39996404348026,53.20706586168458
bcr23_2025_2016_19_full,118,2.3478336103481015,16.155291746571365,20.443560881489283,24.41156911584407,53.21408182908806
bcr23_2025_2016_19_full,119,2.3307073630351383,16.09169135094153,20.43166003406487,24.38375727358067,53.21756122524082
bcr23_2025_2016_19_full,120,2.313530345270327,16.079962678886005,20.431251840584732,24.372148417476005,53.21754785263836
bcr23_2025_2016_19_new,1,0.8788015430493584,2.7898595076121504,3.6831893943264395,4.7150471440554,14.702221786443573
bcr23_2025_2016_19_new,2,0.9967466422564861,3.171812366347406,4.17865395910759,5.349320822002382,16.52297459597597
bcr23_2025_2016_19_new,3,1.0937402465468176,3.499956096787143,4.592851484123763,5.865491282879894,17.97378651404797
bcr23_2025_2016_19_new,4,1.1797988334333838,3.771664910079079,4.957558167038176,6.3224538146571465,19.224909941043116
bcr23_2025_2016_19_new,5,1.2587803249368437,4.028756108829988,5.296438942405096,6.739930051990053,20.342622609546147
bcr23_2025_2016_19_new,6,1.3326514920079073,4.282700610614158,5.621182943519894,7.154474035359807,21.361105519538356
bcr23_2025_2016_19_new,7,1.4025732935064057,4.514762919888879,5.92567745385766,7.5342119968515995,22.300794971492074
bcr23_2025_2016_19_new,8,1.4692971309412823,4.740859838466561,6.209393160654805,7.903295351428837,23.175106953654492
bcr23_2025_2016_19_new,9,1.5333413272739773,4.957103312917326,6.495829109731496,8.247918955339037,23.993442344059947
bcr23_2025_2016_19_new,10,1.5950805957381673,5.165320691339842,6.766966378490036,8.585429315173556,24.762715606350653
bcr23_2025_2016_19_new,11,1.6547957786368288,5.370932333353626,7.033880899894625,8.908572466337677,25.488207472136722
bcr23_2025_2016_19_new,12,1.7127034850991931,5.577901310942465,7.291680441029435,9.227675254025169,26.17407469262101
bcr23_2025_2016_19_new,13,1.7689747357688086,5.7721577393197645,7.537492197734293,9.545040641341519,26.823671753127073
bcr23_2025_2016_19_new,14,1.8237472153905534,5.95160431158326,7.773654716460022,9.852834182023807,27.439762966981633
bcr23_2025_2016_19_new,15,1.877133619396134,6.134183523851268,8.008140032913797,10.152977459784495,28.024667412049677
bcr23_2025_2016_19_new,16,1.9292275135271053,6.306685741445598,8.238590569853102,10.437601931754172,28.58036099947634
bcr23_2025_2016_19_new,17,1.9801075542370827,6.491141750141636,8.475234624645438,10.730150676706437,29.108550216239784
bcr23_2025_2016_19_new,18,2.029840596216782,6.679154385040948,8.713361717711635,11.015292191977048,29.610726589168205
bcr23_2025_2016_19_new,19,2.0784840248149896,6.850080325565162,8.936668458251312,11.291292510321588,30.088207688821033
bcr23_2025_2016_19_new,20,2.1260875364187597,7.03807281337502,9.164816218672062,11.532589070233817,30.542168523696706
bcr23_2025_2016_19_new,21,2.1726945178481927,7.245092918089908,9.391199508937191,11.802605485440438,30.97366593765787
bcr23_2025_2016_19_new,22,2.218343129353326,7.418996157034078,9.59758451782179,12.06501011898077,31.383657823410555
bcr23_2025_2016_19_new,23,2.3490816479939296,7.591073836870265,9.80626544606468,12.337635011320288,31.773018434864774
bcr23_2025_2016_19_new,24,2.3836657671252786,7.748930298361693,10.015679659135353,12.581831947175885,32.14255072234522
bcr23_2025_2016_19_new,25,2.4170195754358015,7.890437366610312,10.217205327452083,12.827474465281721,32.49299636684023
bcr23_2025_2016_19_new,26,2.449182271684164,8.036181011590378,10.426234539358306,13.059095457178653,32.82504401534238
bcr23_2025_2016_19_new,27,2.480190147420883,8.218297384806231,10.602993422791487,13.296389085081312,33.1393360949708
bcr23_2025_2016_19_new,28,2.510076964964954,8.373419216864846,10.792697288423678,13.522780201879307,33.4364744934456
bcr23_2025_2016_19_new,29,2.5388742740499857,8.510181602820154,10.993646621336222,13.75281481117438,33.717025327290294
bcr23_2025_2016_19_new,30,2.566611678753641,8.644770519725729,11.187725600451818,13.983337901418755,33.98152296992252
bcr23_2025_2016_19_new,31,2.593317063820554,8.846488377302677,11.414931659815705,14.23069101004288,34.230473474777696
bcr23_2025_2016_19_new,32,2.6190167875874346,8.994669498155394,11.608872726530532,14.455931380159711,34.46435750047944
bcr23_2025_2016_19_new,33,2.643735847260787,9.126728508718887,11.787317811476807,14.68889205774574,34.68363282348112
bcr23_2025_2016_19_new,34,2.667498021169058,9.283366367102083,11.962327067826807,14.898691070407017,34.88873650688397
bcr23_2025_2016_19_new,35,2.6903259917300875,9.428807707600448,12.130785195124943,15.100118124870924,35.080086781077426
bcr23_2025_2016_19_new,36,2.712241452181749,9.590651003818873,12.309184174272367,15.27449124810328,35.25808468156875
bcr23_2025_2016_19_new,37,2.733265199574392,9.71455498011595,12.49994348140055,15.45808865259533,35.4231154812152
bcr23_2025_2016_19_new,38,2.7534172160852677,9.870462765414668,12.656921787153184,15.714826335240646,35.575549947561115
bcr23_2025_2016_19_new,39,2.772716740362983,10.001432594341095,12.793590740743632,15.879810144896581,35.71574545074855
bcr23_2025_2016_19_new,40,2.7911823303253014,10.094531198387987,12.937887278262878,16.075850632366468,35.84404694323597
bcr23_2025_2016_19_new,41,2.8088319186021855,10.23684848036511,13.09235442178014,16.247100419641868,35.96078782911621
bcr23_2025_2016_19_new,42,2.8256828616266367,10.356001043161505,13.24649252655392,16.442198733958946,36.06629073800627
bcr23_2025_2016_19_new,43,2.8417519832204716,10.508534141767331,13.378581516239963,16.630097958318466,36.16086821616575
bcr23_2025_2016_19_new,44,2.8570556133936376,10.626347293832508,13.526224240966348,16.832420522128597,36.24482334558518
bcr23_2025_2016_19_new,45,2.8716096229690957,10.732015789403054,13.667695445974019,17.01156434151864,36.326720711540034
bcr23_2025_2016_19_new,46,2.885429454556469,10.913111287863831,13.856569845012105,17.25161172313068,36.80007154145696
bcr23_2025_2016_19_new,47,2.898530150323255,11.020585998388166,13.9993392763447,17.42137365873885,37.26966293448216
bcr23_2025_2016_19_new,48,2.9109263769498797,11.11627315548521,14.173107311732778,17.6038078631335,37.73551431794668
bcr23_2025_2016_19_new,49,2.922632448102192,11.231828868967716,14.336213321129618,17.74573588291456,38.197643475213106
bcr23_2025_2016_19_new,50,2.933662344710232,11.351837154181426,14.492423392860672,17.892822953266865,38.656066708932556
bcr23_2025_2016_19_new,51,2.944029733304267,11.486220037054292,14.626478701066528,18.081650589228104,39.1107989883404
bcr23_2025_2016_19_new,52,2.9537479826265916,11.612002107737018,14.75732464634483,18.240295783438263,39.56185408236302
bcr23_2025_2016_19_new,53,2.962830178710038,11.719077099885194,14.890652897815585,18.39327087499064,40.009244680083164
bcr23_2025_2016_19_new,54,2.9712891385902664,11.79611091271104,14.988017054621913,18.54932340647601,40.45298249991782
bcr23_2025_2016_19_new,55,2.9791374227985226,11.885743303316698,15.0885358211281,18.672405298488382,40.89307838869707
bcr23_2025_2016_19_new,56,2.986387346763888,11.985876995286763,15.197195979214552,18.791215030224656,41.329542411690156
bcr23_2025_2016_19_new,57,2.993050991238755,12.074699297133261,15.303836177185886,18.90643285037477,41.76238393450013
bcr23_2025_2016_19_new,58,2.9991402118480286,12.193598553046748,15.428366337620766,19.032488485683515,42.19161169764242
bcr23_2025_2016_19_new,59,3.004666647851007,12.283890377364491,15.544463675686515,19.22785627819734,42.61723388452878
bcr23_2025_2016_19_new,60,3.009641730194875,12.376044648366603,15.654603045293273,19.391988890219775,43.039258183497424
bcr23_2025_2016_19_new,61,3.0140766889298654,12.60428940374071,15.868950824417528,19.54436670500595,42.7359516200099
bcr23_2025_2016_19_new,62,3.0179825600485946,12.69332133076397,15.97559633881726,19.630786315987287,43.138343309810445
bcr23_2025_2016_19_new,63,3.021370191805149,12.774425145750854,16.071537658946465,19.741347929508898,43.53687101740585
bcr23_2025_2016_19_new,64,3.0242502505637128,12.855426775107677,16.19823523716413,19.84349572256135,43.931541451739584
bcr23_2025_2016_19_new,65,3.0266332262211457,12.937902711304133,16.28863932754225,19.964707719106332,44.32236116976989
bcr23_2025_2016_19_new,66,3.028529437243391,13.034122635140633,16.405180414253838,20.055882242329485,44.70933660943234
bcr23_2025_2016_19_new,67,3.029949035351463,13.104333003114878,16.493962907812904,20.156924724364345,45.092474119697044
bcr23_2025_2016_19_new,68,3.0309020098891133,13.16007417640547,16.581709562333135,20.274512481155828,45.47177998797649
bcr23_2025_2016_19_new,69,3.031398191901087,13.252337554125974,16.656373552899932,20.34772786528042,45.84726046511372
bcr23_2025_2016_19_new,70,3.031447257947957,13.311252618752397,16.759804272185864,20.45559309721457,46.21892178815872
bcr23_2025_2016_19_new,71,3.0310587336810717,13.422238548907181,16.91206001658384,20.565441543370742,46.58677020112088
bcr23_2025_2016_19_new,72,3.0302419971987247,13.489051532653818,16.999471800542473,20.70571298913027,46.95081197386777
bcr23_2025_2016_19_new,73,3.0290062822027854,13.535444982021028,17.09577638957358,20.81054075094294,47.311053419323905
bcr23_2025_2016_19_new,74,3.027360680973019,13.591920522510396,17.21695704699613,20.90413447690603,47.66750090910978
bcr23_2025_2016_19_new,75,3.0253141471748846,13.67075760886006,17.28581154668704,20.999799009207223,48.02016088774837
bcr23_2025_2016_19_new,76,3.0228754985149826,13.735371779971675,17.388946574569587,21.08265826448032,48.369039885554656
bcr23_2025_2016_19_new,77,3.0200534192570907,13.723646363277286,17.466717387647314,21.170292835846013,48.71414453031387
bcr23_2025_2016_19_new,78,3.0168564626104706,13.785659738130011,17.54931925538779,21.308311511190176,49.055481557844566
bcr23_2025_2016_19_new,79,3.013293053001161,13.81738818653965,17.620304930202142,21.439519488433927,49.39305782153378
bcr23_2025_2016_19_new,80,3.0093714882359097,13.871921496865406,17.72386542983296,21.524455944916326,49.726880300926055
bcr23_2025_2016_19_new,81,3.005099941567565,13.967317672547335,17.80105220096013,21.632732924543248,42.83964889117041
bcr23_2025_2016_19_new,82,3.0004864636700006,14.01266012847486,17.87809453890391,21.727385824877725,42.99897931714682
bcr23_2025_2016_19_new,83,2.9955389845298526,14.038744675093515,17.95179702960361,21.790170393595417,43.15407352864835
bcr23_2025_2016_19_new,84,2.9902653152617944,14.078115432031076,18.024113975421283,21.911957741166145,43.30496878681866
bcr23_2025_2016_19_new,85,2.984673149853414,14.147995868558517,18.09597020077627,21.99618610329261,43.45170219892708
bcr23_2025_2016_19_new,86,2.978770066845279,14.186708890804463,18.134208084844442,22.030694480288915,43.59431072339989
bcr23_2025_2016_19_new,87,2.972563530951269,14.249006719103898,18.21979046497858,22.103245165377267,43.73283117428232
bcr23_2025_2016_19_new,88,2.9660608946238316,14.339407544685333,18.270309347376543,22.170980380532235,43.86730022517654
bcr23_2025_2016_19_new,89,2.9592693995683907,14.43919579454522,18.356585627295594,22.261491147115493,43.99775441269782
bcr23_2025_2016_19_new,90,2.9521961782108472,14.467771732916356,18.41154703666915,22.31911927491747,44.124230139488155
bcr23_2025_2016_19_new,91,2.9448482551216326,14.667349135215662,18.526853998732218,22.414459861233244,44.246763676822596
bcr23_2025_2016_19_new,92,2.9372325483996935,14.669413215634972,18.629180725554562,22.485874993338154,44.36539116684183
bcr23_2025_2016_19_new,93,2.929355871019292,14.666001772114198,18.667040749589912,22.562099017337662,44.48014862444147
bcr23_2025_2016_19_new,94,2.92122493214239,14.741908896416,18.734778278599332,22.65333840771512,44.591071938845566
bcr23_2025_2016_19_new,95,2.9128463383991137,14.712256719976597,18.799224064335377,22.69933759399752,44.69819687489178
bcr23_2025_2016_19_new,96,2.904226595138604,14.695911374376255,18.79117845026468,22.776310770151717,44.80155907405024
bcr23_2025_2016_19_new,97,2.8953721076523093,14.750330792014934,18.835385346092274,22.88382317256115,44.90119405520036
bcr23_2025_2016_19_new,98,2.8862891823716845,14.760205052988734,18.866154180349355,23.003916321486408,44.997137215184736
bcr23_2025_2016_19_new,99,2.876984028042057,14.783951428489026,18.953502757078724,23.075570975726357,45.08942382915973
bcr23_2025_2016_19_new,100,2.8674627568742252,14.793430386539184,18.99975039034776,23.03658898303791,45.178089050760654
bcr23_2025_2016_19_new,101,2.857731385675343,14.91194976074493,19.03788302261144,23.080027596967852,45.26316791209702
bcr23_2025_2016_19_new,102,2.8477958369603757,14.948730413247182,19.082011401755896,23.104030186976594,45.344695323593946
bcr23_2025_2016_19_new,103,2.8376619400454297,15.004770480952267,19.134290438779114,23.178440359085272,45.422706073693014
bcr23_2025_2016_19_new,104,2.8273354321240216,15.02504662831032,19.126840085642073,23.19455250406989,45.497234828426045
bcr23_2025_2016_19_new,105,2.8168219593274246,15.071537365173295,19.166387647698386,23.217748259005564,45.568316130873434
bcr23_2025_2016_19_new,106,2.806127077769936,15.090453646092953,19.207189996722445,23.20646586758002,45.63598440051877
bcr23_2025_2016_19_new,107,2.7952562545800386,15.110221327685283,19.234200761997137,23.245261275003344,45.700273932509354
bcr23_2025_2016_19_new,108,2.78421486891818,15.195851286757346,19.245246201513556,23.211345535762938,45.76121889683315
bcr23_2025_2016_19_new,109,2.7730082129819413,15.206622659023902,19.271843850875438,23.233286307190845,45.81885333742014
bcr23_2025_2016_19_new,110,2.76164149299925,15.293534148884905,19.328729976522222,23.21593270749814,45.87321117117727
bcr23_2025_2016_19_new,111,2.750119830210248,15.092072767518285,19.377224932715038,23.169351972878175,45.92432618696381
bcr23_2025_2016_19_new,112,2.7384482618383674,15.055428258518905,19.377320734084353,23.177060103366127,45.97223204451517
bcr23_2025_2016_19_new,113,2.726631742051122,15.029671244682186,19.354413896232845,23.160672475087445,46.01696227332089
bcr23_2025_2016_19_new,114,2.714675142911099,15.070894981639535,19.300012900626612,23.143083679309356,46.05855027146357
bcr23_2025_2016_19_new,115,2.702583255317539,15.041724142150715,19.312887178226937,23.161238773670714,46.0970293044244
bcr23_2025_2016_19_new,116,2.6903607899389117,15.01391584246123,19.40201031650234,23.17670622630554,46.13243250386011
bcr23_2025_2016_19_new,117,2.6780123781368292,14.96735061552903,19.37688615863115,23.21572056327616,46.16479286635669
bcr23_2025_2016_19_new,118,2.6655425728816176,14.90898978923267,19.355035294736005,23.185560721497012,46.38293579712727
bcr23_2025_2016_19_new,119,2.6529558496598358,14.784828892358433,19.35819569691757,23.154539966323174,46.785014806178395
bcr23_2025_2016_19_new,120,2.640256607373996,14.72493554758945,19.322349096826155,23.107333054910043,47.187559190146736
bcr23_2025_2022_24_full,1,0.8801051595316494,3.9712084364303037,4.976563427446026,6.1558245663476185,35.42998578133506
