observer_id,duration_minutes,fit
obsr1031371,73,3.054593467383213
obsr1031371,74,3.060288352545959
obsr1031371,75,3.0658876724081874
obsr1031371,76,3.071393332032258
obsr1031371,77,3.0768071740146934
obsr1031371,78,3.0821309813166127
obsr1031371,79,3.0873664799313847
obsr1031371,80,3.0925153414007855
obsr1031371,81,3.0975791851900407
obsr1031371,82,3.1025595809313256
obsr1031371,83,3.107458050544493
obsr1031371,84,3.11227607024317
obsr1031371,85,3.117015072433684
obsr1031371,86,3.121676447513743
obsr1031371,87,3.1262615455772678
obsr1031371,88,3.130771678031284
obsr1031371,89,3.135208119130358
obsr1031371,90,3.1395721074336636
obsr1031371,91,3.1438648471893846
obsr1031371,92,3.1480875096508494
obsr1031371,93,3.152241234328448
obsr1031371,94,3.1563271301811335
obsr1031371,95,3.160346276751037
obsr1031371,96,3.1642997252444633
obsr1031371,97,3.1681884995623526
obsr1031371,98,3.1720135972830494
obsr1031371,99,3.175775990600059
obsr1031371,100,3.1794766272172854
obsr1031371,101,3.183116431204076
obsr1031371,102,3.186696303812265
obsr1031371,103,3.1902171242572566
obsr1031371,104,3.1936797504650603
obsr1031371,105,3.197085019787083
obsr1031371,106,3.200433749684355
obsr1031371,107,3.2037267383827737
obsr1031371,108,3.206964765500857
obsr1031371,109,3.2101485926513953
obsr1031371,110,3.2132789640183232
obsr1031371,111,3.216356606910042
obsr1031371,112,3.219382232290358
obsr1031371,113,3.2223565352881405
obsr1031371,114,3.225280195686718
obsr1031371,115,3.228153878394009
obsr1031371,116,3.2309782338942865
obsr1031371,117,3.2337538986824548
obsr1031371,118,3.236481495681662
obsr1031371,119,3.2391616346450185
obsr1031371,120,3.241794912542152
obsr1033885,1,1.5115354137158534
obsr1033885,2,1.6064498950874422
obsr1033885,3,1.6779138097852597
obsr1033885,4,1.7372388179358393
obsr1033885,5,1.788806395855789
obsr1033885,6,1.8348636313488533
obsr1033885,7,1.8767453976424717
obsr1033885,8,1.9153214384903845
obsr1033885,9,1.9511958799671922
obsr1033885,10,1.9848085825905963
obsr1033885,11,2.016491605521591
obsr1033885,12,2.046502925697386
obsr1033885,13,2.075047698633448
obsr1033885,14,2.102292263633049
obsr1033885,15,2.1283737081319583
obsr1033885,16,2.153406599809913
obsr1033885,17,2.17748784870191
obsr1033885,18,2.2007002975160614
obsr1033885,19,2.223115424558002
obsr1033885,20,2.24479541346118
obsr1033885,21,2.265794762101286
obsr1033885,22,2.286161550214257
obsr1033885,23,2.3059384502429543
obsr1033885,24,2.325163542258675
obsr1033885,25,2.3438709774640007
obsr1033885,26,2.3620915233068023
obsr1033885,27,2.379853015043615
obsr1033885,28,2.3971807326572794
obsr1033885,29,2.4140977176781577
obsr1033885,30,2.430625041221005
obsr1033885,31,2.4467820321160985
obsr1033885,32,2.4625864721644732
obsr1033885,33,2.4780547641288093
obsr1033885,34,2.493202076973504
obsr1033885,35,2.5080424720100916
obsr1033885,36,2.5225890129294557
obsr1033885,37,2.5368538621672267
obsr1033885,38,2.5508483656215706
obsr1033885,39,2.5645831273991844
obsr1033885,40,2.5780680759876304
obsr1033885,41,2.59131252302618
obsr1033885,42,2.6043252156625565
obsr1033885,43,2.6171143833309345
obsr1033885,44,2.6296877796609865
obsr1033885,45,2.6420527201234063
obsr1033885,46,2.654216115930354
obsr1033885,47,2.6661845046363655
obsr1033885,48,2.6779640778239444
obsr1033885,49,2.6895607062062776
obsr1033885,50,2.7009799624356186
obsr1033885,51,2.7122271418685466
obsr1033885,52,2.723307281507436
obsr1033885,53,2.734225177310172
obsr1033885,54,2.744985400036701
obsr1033885,55,2.7555923097808037
obsr1033885,56,2.766050069318004
obsr1033885,57,2.776362656385404
obsr1033885,58,2.7865338749960804
obsr1033885,59,2.796567365879222
obsr1033885,60,2.806466616127189
obsr1033885,61,2.8162349681218957
obsr1033885,62,2.825875627805256
obsr1033885,63,2.835391672351658
obsr1033885,64,2.844786057294467
obsr1033885,65,2.8540616231533167
obsr1033885,66,2.8632211016042657
obsr1033885,67,2.872267121230778
obsr1033885,68,2.8812022128898276
obsr1033885,69,2.890028814724131
obsr1033885,70,2.8987492768486316
obsr1033885,71,2.907365865736738
obsr1033885,72,2.915880768329498
obsr1033885,73,2.924296095888804
obsr1033885,74,2.932613887613849
obsr1033885,75,2.940836114038376
obsr1033885,76,2.948964680224746
obsr1033885,77,2.9570014287694795
obsr1033885,78,2.964948142633698
obsr1033885,79,2.972806547810769
obsr1033885,80,2.9805783158424686
obsr1033885,81,2.988265066194023
obsr1033885,82,2.9958683684976064
obsr1033885,83,3.003389744673073
obsr1033885,84,3.0108306709340487
obsr1033885,85,3.018192579686861
obsr1033885,86,3.0254768613292193
obsr1033885,87,3.0326848659550434
obsr1033885,88,3.0398179049713585
obsr1033885,89,3.0468772526327315
obsr1033885,90,3.0538641474983352
obsr1033885,91,3.0607797938163555
obsr1033885,92,3.0676253628401193
obsr1033885,93,3.0744019940800165
obsr1033885,94,3.0811107964950013
obsr1033885,95,3.0877528496272033
obsr1033885,96,3.0943292046829285
obsr1033885,97,3.100840885563117
obsr1033885,98,3.1072888898461124
obsr1033885,99,3.113674189725421
obsr1033885,100,3.1199977329049466
obsr1033885,101,3.126260443454036
obsr1033885,102,3.1324632226245237
obsr1033885,103,3.138606949631814
obsr1033885,104,3.1446924824019167
obsr1033885,105,3.1507206582862386
obsr1033885,106,3.156692294745809
obsr1033885,107,3.162608190006527
obsr1033885,108,3.1684691236869087
obsr1033885,109,3.174275857399746
obsr1033885,110,3.180029135328973
obsr1033885,111,3.1857296847829906
obsr1033885,112,3.1913782167256057
obsr1033885,113,3.196975426285687
obsr1033885,114,3.202521993246563
obsr1033885,115,3.208018582516153
obsr1033885,116,3.2134658445787294
obsr1033885,117,3.218864415929197
obsr1033885,118,3.224214919490703
obsr1033885,119,3.2295179650163583
obsr1033885,120,3.2347741494757907
obsr1044427,1,1.188775921361347
obsr1044427,2,1.2768493448484672
obsr1044427,3,1.341472201661816
obsr1044427,4,1.3939561519279269
obsr1044427,5,1.438682671963408
obsr1044427,6,1.4778988495720038
obsr1044427,7,1.5129395579811533
obsr1044427,8,1.5446745409445977
obsr1044427,9,1.5737079245369365
obsr1044427,10,1.6004795692758718
obsr1044427,11,1.6253215343223977
obsr1044427,12,1.6484917966137245
obsr1044427,13,1.6701955116653178
obsr1044427,14,1.6905990187804498
obsr1044427,15,1.7098394053948904
obsr1044427,16,1.7280312391883765
obsr1044427,17,1.745271430195905
obsr1044427,18,1.7616428211255877
obsr1044427,19,1.7772168902830594
obsr1044427,20,1.7920558213017685
obsr1044427,21,1.806214112057406
obsr1044427,22,1.8197398422859088
obsr1044427,23,1.832675684430137
obsr1044427,24,1.8450597185613893
obsr1044427,25,1.856926095882246
obsr1044427,26,1.8683055838405789
obsr1044427,27,1.8792260176929227
obsr1044427,28,1.8897126774221187
obsr1044427,29,1.8997886045585284
obsr1044427,30,1.9094748702169067
obsr1044427,31,1.9187908032275316
obsr1044427,32,1.9277541853914375
obsr1044427,33,1.936381419471305
obsr1044427,34,1.944687674431531
obsr1044427,35,1.95268701158365
obsr1044427,36,1.9603924946185454
obsr1044427,37,1.9678162859718475
obsr1044427,38,1.9749697315417227
obsr1044427,39,1.9818634354348676
obsr1044427,40,1.988507326138845
obsr1044427,41,1.9949107152929262
obsr1044427,42,2.001082350044834
obsr1044427,43,2.0070304598287434
obsr1044427,44,2.0127627982743266
obsr1044427,45,2.0182866808522775
obsr1044427,46,2.0236090187747564
obsr1044427,47,2.0287363495962993
obsr1044427,48,2.03367486489941
obsr1044427,49,2.038430435397274
obsr1044427,50,2.0430086337421463
obsr1044427,51,2.0474147552906055
obsr1044427,52,2.0516538370450266
obsr1044427,53,2.0557306749632938
obsr1044427,54,2.059649839805354
obsr1044427,55,2.063415691664988
obsr1044427,56,2.06703239331772
obsr1044427,57,2.070503922500651
obsr1044427,58,2.0738340832268585
obsr1044427,59,2.0770265162255317
obsr1044427,60,2.08008470858903
obsr1044427,61,2.083012002699268
obsr1044427,62,2.0858116044981596
obsr1044427,63,2.0884865911600925
obsr1044427,64,2.0910399182184327
obsr1044427,65,2.093474426192814
obsr1044427,66,2.0957928467592946
obsr1044427,67,2.097997808501338
obsr1044427,68,2.1000918422759187
obsr1044427,69,2.102077386225753
obsr1044427,70,2.1039567904657854
obsr1044427,71,2.105732321469423
obsr1044427,72,2.1074061661777144
obsr1044427,73,2.1089804358525517
obsr1044427,74,2.1104571696931282
obsr1044427,75,2.1118383382331865
obsr1044427,76,2.1131258465350875
obsr1044427,77,2.1143215371953525
obsr1044427,78,2.115427193175102
obsr1044427,79,2.116444540467705
obsr1044427,80,2.1173752506149355
obsr1044427,81,2.118220943082021
obsr1044427,82,2.1189831875011356
obsr1044427,83,2.1196635057921336
obsr1044427,84,2.120263374168641
obsr1044427,85,2.1207842250369846
obsr1044427,86,2.121227448794874
obsr1044427,87,2.121594395536229
obsr1044427,88,2.121886376668076
obsr1044427,89,2.12210466644498
obsr1044427,90,2.122250503426115
obsr1044427,91,2.1223250918596666
obsr1044427,92,2.1223296029989616
obsr1044427,93,2.1222651763543903
obsr1044427,94,2.1221329208849062
obsr1044427,95,2.1219339161326394
obsr1044427,96,2.121669213303896
obsr1044427,97,2.121339836299616
obsr1044427,98,2.1209467826981427
obsr1044427,99,2.1204910246929827
obsr1044427,100,2.1199735099880392
obsr1044427,101,2.11939516265266
obsr1044427,102,2.1187568839386794
obsr1044427,103,2.1180595530615007
obsr1044427,104,2.1173040279471347
obsr1044427,105,2.1164911459469877
obsr1044427,106,2.11562172452209
obsr1044427,107,2.114696561898339
obsr1044427,108,2.113716437694252
obsr1044427,109,2.1126821135226206
obsr1044427,110,2.1115943335673792
obsr1044427,111,2.110453825136928
obsr1044427,112,2.109261299195074
obsr1044427,113,2.1080174508706864
obsr1044427,114,2.1067229599470942
obsr1044427,115,2.1053784913322158
obsr1044427,116,2.103984695510323
obsr1044427,117,2.1025422089763217
obsr1044427,118,2.101051654653359
obsr1044427,119,2.0995136422945455
obsr1044427,120,2.09792876886951
obsr105054,1,1.6386005638723076
obsr105054,2,1.7283720200532162
obsr105054,3,1.7946929095603532
obsr105054,4,1.8488748925202525
obsr105054,5,1.895299445249522
obsr105054,6,1.936213655551906
obsr105054,7,1.9729523966548441
obsr105054,8,2.006385412312077
obsr105054,9,2.0371168285982044
obsr105054,10,2.065586506030928
obsr105054,11,2.0921265037712424
obsr105054,12,2.1169947987563575
obsr105054,13,2.140396546501739
obsr105054,14,2.1624980863106598
obsr105054,15,2.1834365056188885
obsr105054,16,2.2033263721061633
obsr105054,17,2.22226459580748
obsr105054,18,2.240334019430951
obsr105054,19,2.2576061212822114
obsr105054,20,2.2741430849947086
obsr105054,21,2.289999408444135
obsr105054,22,2.3052231713664257
obsr105054,23,2.3198570462044428
obsr105054,24,2.333939113029483
obsr105054,25,2.347503523044128
obsr105054,26,2.3605810436962495
obsr105054,27,2.3731995102423817
obsr105054,28,2.3853842026653664
obsr105054,29,2.3971581624955642
obsr105054,30,2.4085424608477313
obsr105054,31,2.4195564265521443
obsr105054,32,2.4302178414098385
obsr105054,33,2.4405431081834945
obsr105054,34,2.450547395837509
obsr105054,35,2.4602447656834165
obsr105054,36,2.4696482814121
obsr105054,37,2.4787701054591906
obsr105054,38,2.4876215837228544
obsr105054,39,2.4962133203097876
obsr105054,40,2.5045552437075536
obsr105054,41,2.512656665555423
obsr105054,42,2.5205263330011194
obsr105054,43,2.528172475478817
obsr105054,44,2.5356028466181884
obsr105054,45,2.542824761889928
obsr105054,46,2.5498451325061953
obsr105054,47,2.556670496021527
obsr105054,48,2.5633070440184254
obsr105054,49,2.569760647210078
obsr105054,50,2.576036878248739
obsr105054,51,2.5821410324909864
obsr105054,52,2.588078146939196
obsr105054,53,2.5938530175512513
obsr105054,54,2.5994702150871003
obsr105054,55,2.6049340996405226
obsr105054,56,2.6102488339870424
obsr105054,57,2.6154183958637622
obsr105054,58,2.620446589283758
obsr105054,59,2.62533705497622
obsr105054,60,2.6300932800335066
obsr105054,61,2.6347186068375326
obsr105054,62,2.639216241330213
obsr105054,63,2.643589260685934
obsr105054,64,2.647840620438063
obsr105054,65,2.6519731611062327
obsr105054,66,2.6559896143665016
obsr105054,67,2.6598926088023336
obsr105054,68,2.6636846752707024
obsr105054,69,2.6673682519143256
obsr105054,70,2.6709456888481458
obsr105054,71,2.674419252545572
obsr105054,72,2.677791129947652
obsr105054,73,2.6810634323162774
obsr105054,74,2.6842381988506423
obsr105054,75,2.687317400084489
obsr105054,76,2.6903029410801786
obsr105054,77,2.693196664434232
obsr1055888,1,1.7412216393012747
obsr1055888,2,1.833747188703944
obsr1055888,3,1.9028221714328417
obsr1055888,4,1.9597582476145015
obsr1055888,5,2.008936893565531
obsr1055888,6,2.052605197089676
obsr1055888,7,2.0920980314143747
obsr1055888,8,2.1282851402933676
obsr1055888,9,2.1617706498012557
obsr1055888,10,2.19299442045574
obsr1055888,11,2.2222885114178146
obsr1055888,12,2.2499108996246906
obsr1055888,13,2.276066740591833
obsr1055888,14,2.3009223736225137
obsr1055888,15,2.3246148861525033
obsr1055888,16,2.347258845861538
obsr1055888,17,2.3689511627846156
obsr1055888,18,2.3897746796298476
obsr1055888,19,2.409800874702868
obsr1055888,20,2.4290919316371262
obsr1055888,21,2.447702348308313
obsr1055888,22,2.4656802044523642
obsr1055888,23,2.4830681725121417
obsr1055888,24,2.499904332558943
obsr1055888,25,2.5162228357953484
obsr1055888,26,2.5320544496692303
obsr1055888,27,2.5474270094371234
obsr1055888,28,2.562365795081868
obsr1055888,29,2.576893848133827
obsr1055888,30,2.5910322397077543
obsr1055888,31,2.604800298633928
obsr1055888,32,2.618215806713383
obsr1055888,33,2.6312951667087994
obsr1055888,34,2.644053547584574
obsr1055888,35,2.6565050106522423
obsr1055888,36,2.668662619602687
obsr1055888,37,2.6805385368715378
obsr1055888,38,2.692144108356962
obsr1055888,39,2.703489938165656
obsr1055888,40,2.714585954785182
obsr1055888,41,2.7254414698548124
obsr1055888,42,2.736065230522269
obsr1055888,43,2.746465466221727
obsr1055888,44,2.7566499305828596
obsr1055888,45,2.7666259390763592
obsr1055888,46,2.7764004029143874
obsr1055888,47,2.7859798596514795
obsr1055888,48,2.7953705008701384
obsr1055888,49,2.804578197283552
obsr1055888,50,2.8136085215439732
obsr1055888,51,2.822466769007981
obsr1055888,52,2.831157976677951
obsr1055888,53,2.8396869405117675
obsr1055888,54,2.8480582312693765
obsr1055888,55,2.8562762090445597
obsr1055888,56,2.8643450366128405
obsr1055888,57,2.8722686917113203
obsr1055888,58,2.880050978353077
obsr1055888,59,2.8876955372672994
obsr1055888,60,2.8952058555463465
obsr1062407,1,1.5147894760718639
obsr1062407,2,1.610347024298673
obsr1062407,3,1.6824540058517106
obsr1062407,4,1.7424220808575102
obsr1062407,5,1.7946327256326797
obsr1062407,6,1.8413330279809643
obsr1062407,7,1.8838578611298027
obsr1062407,8,1.9230769688329357
obsr1062407,9,1.9595944771649634
obsr1062407,10,1.9938502466435877
obsr1062407,11,2.026176336429802
obsr1062407,12,2.056830723460818
obsr1062407,13,2.0860185632520998
obsr1062407,14,2.113906195106921
obsr1062407,15,2.1406307064610504
obsr1062407,16,2.166306664994225
obsr1062407,17,2.1910309807414423
obsr1062407,18,2.2148864964108137
obsr1062407,19,2.2379446903079745
obsr1062407,20,2.2602677460663725
obsr1062407,21,2.2819101615616986
obsr1062407,22,2.30292001652989
obsr1062407,23,2.3233399834138075
obsr1062407,24,2.343208142284748
obsr1062407,25,2.362558644345294
obsr1062407,26,2.3814222570433152
obsr1062407,27,2.399826815635348
obsr1062407,28,2.417797600104233
obsr1062407,29,2.4353576519803313
obsr1062407,30,2.4525280423783986
obsr1062407,31,2.4693281001287124
obsr1062407,32,2.485775607032307
obsr1062407,33,2.501886965851863
obsr1062407,34,2.5176773455517782
obsr1062407,35,2.533160807443586
obsr1062407,36,2.54835041521817
obsr1062407,37,2.563258331311161
obsr1062407,38,2.577895901620725
obsr1062407,39,2.592273730253559
obsr1062407,40,2.606401745697225
obsr1062407,41,2.620289259590995
obsr1062407,42,2.6339450190825917
obsr1062407,43,2.6473772536061895
obsr1062407,44,2.6605937167914617
obsr1062407,45,2.6736017241091012
obsr1062407,46,2.6864081867712692
obsr1062407,47,2.6990196423325012
obsr1062407,48,2.7114422823753
obsr1062407,49,2.7236819776128534
obsr1062407,50,2.7357443006974145
obsr1062407,51,2.7476345469855623
obsr1062407,52,2.759357753479672
obsr1062407,53,2.7709187161376283
obsr1062407,54,2.782322005719377
obsr1062407,55,2.7935719823187
obsr1062407,56,2.8046728087111203
obsr1062407,57,2.8156284626337404
obsr1062407,58,2.826442748099637
obsr1062407,59,2.837119305837999
obsr1062407,60,2.847661622941186
obsr1062407,61,2.858073041791113
obsr1062407,62,2.868356768329693
obsr1062407,63,2.878515879731315
obsr1062407,64,2.8885533315293443
obsr1062407,65,2.8984719642434142
obsr1062407,66,2.9082745095495834
obsr1062407,67,2.9179635960313157
obsr1062407,68,2.9275417545455853
obsr1062407,69,2.9370114232351088
obsr1062407,70,2.9463749522148293
obsr1062407,71,2.9556346079581557
obsr1062407,72,2.9647925774061363
obsr1062407,73,2.9738509718206623
obsr1062407,74,2.9828118304009275
obsr1062407,75,2.9916771236806747
obsr1062407,76,3.0004487567222644
obsr1062407,77,3.0091285721222185
obsr1062407,78,3.0177183528416567
obsr1062407,79,3.026219824873948
obsr1062407,80,3.0346346597608678
obsr1062407,81,3.042964476967642
obsr1062407,82,3.0512108461264456
obsr1062407,83,3.059375289157132
obsr1062407,84,3.067459282273328
obsr1062407,85,3.075464257881361
obsr1062407,86,3.083391606378939
obsr1062407,87,3.091242677859983
obsr1062407,88,3.0990187837315184
obsr1062407,89,3.106721198248111
obsr1062407,90,3.1143511599689355
obsr1062407,91,3.121909873142176
obsr1062407,92,3.1293985090211596
obsr1062407,93,3.136818207116277
obsr1062407,94,3.144170076386482
obsr1062407,95,3.1514551963739037
obsr1062407,96,3.1586746182848495
obsr1068895,1,1.819175376761506
obsr1068895,2,1.91994272298498
obsr1068895,3,1.9972595025346827
obsr1068895,4,2.0624373755371472
obsr1068895,5,2.119857818308982
obsr1068895,6,2.1717679186539316
obsr1068895,7,2.219502549799435
obsr1068895,8,2.2639314554992334
obsr1068895,9,2.3056587618279263
obsr1068895,10,2.345124329303215
obsr1068895,11,2.382660217086095
obsr1068895,12,2.4185244021137757
obsr1068895,13,2.452922039901723
obsr1068895,14,2.486019469753209
obsr1068895,15,2.517953779104003
obsr1068895,16,2.548839535633843
obsr1068895,17,2.5787736493777254
obsr1068895,18,2.607838963043762
obsr1068895,19,2.636106954937588
obsr1068895,20,2.663639808692651
obsr1068895,21,2.6904920221846425
obsr1068895,22,2.7167116751494986
obsr1068895,23,2.742341440030081
obsr1068895,24,2.767419396897687
obsr1068895,25,2.791979696954898
obsr1068895,26,2.8160531076495845
obsr1068895,27,2.839667464238282
obsr1068895,28,2.862848046703832
obsr1068895,29,2.8856178965765955
obsr1068895,30,2.907998084971328
obsr1068895,31,2.9300079407183066
obsr1068895,32,2.9516652456185666
obsr1068895,33,2.9729864024347874
obsr1068895,34,2.9939865801313674
obsr1068895,35,3.0146798400198405
obsr1068895,36,3.03507924579109
obsr1068895,37,3.055196959880746
obsr1068895,38,3.075044328186975
obsr1068895,39,3.0946319548164736
obsr1068895,40,3.113969768256805
obsr1068895,41,3.13306708014724
obsr1068895,42,3.1519326376355017
obsr1068895,43,3.170574670155765
obsr1068895,44,3.189000931337702
obsr1068895,45,3.207218736652007
obsr1068895,46,3.2252349973108396
obsr1068895,47,3.2430562508687366
obsr1068895,48,3.2606886889082007
obsr1068895,49,3.278138182142419
obsr1068895,50,3.2954103032236453
obsr1068895,51,3.312510347508458
obsr1068895,52,3.329443351999233
obsr1068895,53,3.346214112653854
obsr1068895,54,3.3628272002322683
obsr1068895,55,3.3792869748282564
obsr1068895,56,3.395597599217342
obsr1068895,57,3.4117630511366266
obsr1068895,58,3.427787134599188
obsr1068895,59,3.4436734903342154
obsr1068895,60,3.4594256054340677
obsr1068895,61,3.4750468222806594
obsr1068895,62,3.490540346815905
obsr1068895,63,3.505909256214192
obsr1068895,64,3.521156506008886
obsr1068895,65,3.536284936719621
obsr1068895,66,3.5512972800224554
obsr1068895,67,3.566196164500853
obsr1068895,68,3.580984121011787
obsr1068895,69,3.5956635876979757
obsr1068895,70,3.6102369146743616
obsr1068895,71,3.624706368414353
obsr1068895,72,3.6390741358589986
obsr1068895,73,3.65334232827019
obsr1068895,74,3.6675129848471197
obsr1068895,75,3.681588076123532
obsr1068895,76,3.695569507161787
obsr1068895,77,3.709459120558406
obsr1068895,78,3.72325869927451
obsr1068895,79,3.736969969303466
obsr1068895,80,3.750594602187051
obsr1073417,1,1.990720504224005
obsr1073417,2,2.083114920801237
obsr1073417,3,2.1520587707046976
obsr1073417,4,2.2088637140609206
obsr1073417,5,2.2579112271865136
obsr1073417,6,2.301448397885221
obsr1073417,7,2.3408100993844827
obsr1073417,8,2.3768660754380386
obsr1073417,9,2.4102204521204897
obsr1073417,10,2.4413130899495368
obsr1073417,11,2.4704760480861747
obsr1073417,12,2.4979673034676133
obsr1073417,13,2.523992011609318
obsr1073417,14,2.5487165118145625
obsr1073417,15,2.5722778915191147
obsr1073417,16,2.594790718402713
