species,top,bottom,diff,ratio,diff_new,common_name
Actitis macularius,0.060112134754542516,0.013173339024319265,0.04693879573022325,4.563166152755173,3.563166152755173,Spotted Sandpiper
Setophaga pinus,0.028178316435985326,0.004947277542270121,0.023231038893715205,5.6957217773263125,4.6957217773263125,Pine Warbler
Tringa solitaria,0.030921423716066702,0.007459718490207301,0.0234617052258594,4.145119384418944,3.145119384418944,Solitary Sandpiper
Tringa melanoleuca,0.030029552280539364,0.005655417268908786,0.024374135011630577,5.309873852391014,4.309873852391014,Greater Yellowlegs
Petrochelidon pyrrhonota,0.04197580858992716,0.009545335493321176,0.03243047309660598,4.397520508241688,3.397520508241688,Cliff Swallow
Hydroprogne caspia,0.0190281976001427,0.005742722166713552,0.013285475433429148,3.3134456182532275,2.3134456182532275,Caspian Tern
Stelgidopteryx serripennis,0.07381320837491383,0.017082658337132715,0.056730550037781116,4.320943902183272,3.320943902183272,Northern Rough-winged Swallow
Tringa flavipes,0.047028139749022556,0.009234918078904227,0.03779322167011833,5.092426304944841,4.092426304944841,Lesser Yellowlegs
Passerina cyanea,0.16097074179598803,0.05095695868538225,0.11001378311060578,3.1589550465492136,2.1589550465492136,Indigo Bunting
Calidris melanotos,0.019230676520640796,0.0023184300639265865,0.01691224645671421,8.294697700766935,7.294697700766935,Pectoral Sandpiper
Setophaga americana,0.020797477691161796,0.00416153346202722,0.016635944229134576,4.997551474938919,3.997551474938919,Northern Parula
Progne subis,0.05162248287365798,0.01299872922870973,0.038623753644948244,3.9713484268632686,2.9713484268632686,Purple Martin
Porzana carolina,0.027643193574668923,0.00774103427202266,0.019902159302646265,3.5709948571828263,2.5709948571828263,Sora
Mniotilta varia,0.041792613376143165,0.013406152085131975,0.02838646129101119,3.117420502971397,2.117420502971397,Black-and-white Warbler
Buteo platypterus,0.016381508853631845,0.007061996177985585,0.00931951267564626,2.3196711582339917,1.3196711582339917,Broad-winged Hawk
Catharus ustulatus,0.03141315823727637,0.009574437125922763,0.021838721111353605,3.280940469307102,2.280940469307102,Swainson's Thrush
Pheucticus ludovicianus,0.15701758191959658,0.0730547983741888,0.08396278354540779,2.1493123711785223,1.1493123711785223,Rose-breasted Grosbeak
Polioptila caerulea,0.1125831007236211,0.022902984857450504,0.0896801158661706,4.915651886614116,3.915651886614116,Blue-gray Gnatcatcher
Butorides virescens,0.07083869661426319,0.034795852047299854,0.036042844566963335,2.035837389984541,1.035837389984541,Green Heron
Troglodytes aedon,0.2727391059109382,0.1236043342031488,0.14913477170778938,2.2065496947920957,1.2065496947920957,Northern House Wren
Riparia riparia,0.033167975548259884,0.006140444478935268,0.027027531069324616,5.401559392327751,4.401559392327751,Bank Swallow
Chaetura pelagica,0.1005259631006272,0.03883127843472019,0.06169468466590701,2.588788398239909,1.5887883982399091,Chimney Swift
Catharus fuscescens,0.03251715044665886,0.007440317401806241,0.025076833044852614,4.37039828956287,3.3703982895628704,Veery
Calidris minutilla,0.03128781414363469,0.005286796589288659,0.026001017554346032,5.918104397476824,4.918104397476824,Least Sandpiper
Hylocichla mustelina,0.0596107583799758,0.013697168411147865,0.04591358996882794,4.352049751498984,3.352049751498984,Wood Thrush
Parkesia noveboracensis,0.02853506501019626,0.006062840125331031,0.02247222488486523,4.706550794729763,3.706550794729763,Northern Waterthrush
Geothlypis trichas,0.24229013300936705,0.07941835536973624,0.16287177763963082,3.0508077368433644,2.0508077368433644,Common Yellowthroat
Seiurus aurocapilla,0.045977177733103856,0.010893711137194796,0.03508346659590906,4.220524773795617,3.220524773795617,Ovenbird
Setophaga virens,0.027276803147100934,0.0058203265203177895,0.021456476626783145,4.686473010041991,3.6864730100419907,Black-throated Green Warbler
Tyrannus tyrannus,0.15282337570927884,0.05506998942640682,0.09775338628287203,2.77507545036858,1.77507545036858,Eastern Kingbird
Icterus spurius,0.030183821934252203,0.009836351819337065,0.02034747011491514,3.0685992620673144,2.0685992620673144,Orchard Oriole
Piranga olivacea,0.049221661387751955,0.012358493311474773,0.03686316807627718,3.9828205710197695,2.9828205710197695,Scarlet Tanager
Vireo gilvus,0.15351276822430807,0.037900026191469344,0.11561274203283872,4.050466019436715,3.0504660194367146,Warbling Vireo
Leiothlypis ruficapilla,0.04951091698846352,0.01598649684247286,0.03352442014599066,3.097046055576298,2.097046055576298,Nashville Warbler
Cistothorus stellaris,0.024336037873199986,0.005897930873922027,0.018438106999277958,4.126199237227906,3.1261992372279064,Sedge Wren
Archilochus colubris,0.08935587598648212,0.07620747523936093,0.013148400747121189,1.1725342652518433,0.17253426525184334,Ruby-throated Hummingbird
Vermivora cyanoptera,0.03208808797227003,0.005917331962323086,0.026170756009946942,5.422729057044919,4.422729057044919,Blue-winged Warbler
Empidonax minimus,0.05286628195671772,0.011854065013047232,0.041012216943670486,4.459759744739902,3.4597597447399018,Least Flycatcher
Vireo flavifrons,0.06773884075997089,0.012979328140308671,0.054759512619662214,5.218978981631628,4.218978981631628,Yellow-throated Vireo
Contopus virens,0.17292181903205434,0.05907631418122557,0.11384550485082877,2.9270922099437415,1.9270922099437415,Eastern Wood-Pewee
Setophaga fusca,0.022913864503034773,0.005306197677689718,0.017607666825345054,4.318320932402826,3.318320932402826,Blackburnian Warbler
Dolichonyx oryzivorus,0.024528874940341033,0.007265707606196708,0.017263167334144326,3.375978813050649,2.375978813050649,Bobolink
Setophaga pensylvanica,0.036470310323050294,0.010156469777954544,0.02631384054509575,3.5908451578531855,2.5908451578531855,Chestnut-sided Warbler
Setophaga striata,0.020768552131090637,0.005024881895874358,0.01574367023521628,4.133142342736951,3.133142342736951,Blackpoll Warbler
Vireo olivaceus,0.15014776140269684,0.049666786306711806,0.10048097509598503,3.023102007757775,2.023102007757775,Red-eyed Vireo
Setophaga magnolia,0.029701729266399586,0.01026317576416037,0.019438553502239216,2.8940096076420927,1.8940096076420927,Magnolia Warbler
Cardellina pusilla,0.016357404220239215,0.0050054808074733,0.011351923412765915,3.2678986993251935,2.2678986993251935,Wilson's Warbler
Empidonax traillii,0.041426222948575175,0.007129899987389292,0.034296322961185885,5.810210945713972,4.810210945713972,Willow Flycatcher
Empidonax virescens,0.019563320461459102,0.00331758611658114,0.01624573434487796,5.896853849153318,4.896853849153318,Acadian Flycatcher
Spiza americana,0.017625307936691592,0.005791224887716201,0.011834083048975392,3.043450786046442,2.043450786046442,Dickcissel
